CustomerID,SSN,FirstName,LastName,Email,Phone,Gender,Address,City,Country,DateOfBirth,SocialMediaHandles,LoyaltyProgramID,PreferredLanguage,ConsentStatus,AccountCreationDate,LastLoginDate,ProfilePictureURL,Occupation,Company,Interests,PurchasePreferences,CommunicationPreferences
PDP9TTP0ASEZ,403-78-4715,Jeffrey,Jackson,saraschroeder@example.org,-10456,Male,"21077 Phillips Expressway, South Barry, AZ 59854",Port James,USA,17-05-1972,kparks,0B67D79F7DC8,English,Consented,04-04-2023,23-07-2024,https://picsum.photos/656/316,Therapeutic radiographer,Swanson-Walker,"stand, certain, person","watch, seat, sister","sms, email"
HVS6BQI8EQYS,895-21-7654,Diana,Frazier,qpham@example.com,001-535-755-1408x655,Other,"3177 Thompson Garden Suite 784, Port Mary, DC 27743",Jeffreyfort,USA,03-06-1940,roger99,416DDE9930F9,English,Not Consented,09-12-2022,30-06-2024,https://placekitten.com/505/845,Advertising account executive,"Taylor, Edwards and Brown","in, everybody, hard","present, animal, part","social media, sms, email"
PZL3LWO6UOIP,132-82-4475,Anne,Vazquez,smithdarius@example.com,001-389-377-8659x9553,Female,"Unit 0437 Box 2171, DPO AP 03124",Youngmouth,USA,19-10-1961,andersondeborah,576BD2D7AF07,Spanish,Consented,05-06-2024,28-05-2024,https://placekitten.com/472/709,International aid/development worker,"Schwartz, Fuentes and Fuller","middle, character, choose","once, end, fast","sms, email"
WVW6JYU6JHXO,659-45-0412,William,Gilbert,trose@example.net,+1-300-997-5419x62440,Female,"6474 Ortega Camp Suite 542, East Emilyport, AK 45194",Mcculloughstad,USA,18-03-2024,ndavis,9CA4D2BCA204,French,Not Consented,08-06-2024,11-04-2024,https://picsum.photos/362/668,"Engineer, drilling","Jones, Mcdonald and Mccall","speech, floor, tonight","out, other, form",social media
YBJ8NIV7CGSJ,869-17-0379,Phillip,Hudson,olane@example.net,(932)974-4223,Other,"572 Martinez Harbors, Ellenport, MD 38470",Smallmouth,USA,22-06-2018,patrickwilliams,9A78D77AEEC6,French,Consented,29-09-2021,21-07-2024,https://placekitten.com/795/725,Forest/woodland manager,Townsend PLC,"protect, simple, yes","claim, use, attorney","email, social media"
QLJ7QGN2UYCO,477-64-0279,Brandi,Sanchez,danielwilliams@example.org,3337893651,Female,"Unit 6038 Box 8443, DPO AP 22913",West Jessica,USA,09-05-2007,triciascott,A51D677EE3C2,English,Not Consented,12-10-2022,10-06-2024,https://placekitten.com/278/724,Toxicologist,"Rodriguez, Smith and Kennedy","less, painting, interest","night, partner, suffer",phone
RDX6MGF1TOPH,397-42-5853,Savannah,Henry,jomurillo@example.org,(691)718-9766,Male,"6417 Austin Lights Apt. 254, New Jonathan, NM 13908",East Mary,USA,01-06-1993,voconnor,7B8C4978B73C,French,Consented,27-05-2022,27-06-2024,https://picsum.photos/666/433,Legal secretary,Smith-Wood,"establish, pick, use","realize, system, moment","email, social media"
WBV2IUS5MILD,726-13-4369,Tyler,Moss,mchan@example.com,(395)796-4133x28941,Male,"273 Jackson Fall Apt. 774, Jenniferport, VA 75787",East Nicole,USA,07-01-2013,tyler38,2B761240FB32,Spanish,Consented,14-02-2022,21-06-2024,https://picsum.photos/478/275,Newspaper journalist,"Flores, Oliver and Callahan","main, network, wish","child, rise, statement","social media, phone"
CJM8ACO6BBLR,248-60-4420,Brooke,Johnson,stewartbryan@example.com,001-478-481-7943x56161,Other,"86599 Weber Circles, East Jared, OK 39612",Matthewsstad,USA,11-09-1962,alecprice,FD8C1FAFB905,French,Consented,19-02-2024,18-03-2024,https://dummyimage.com/1018x824,Sales promotion account executive,Green-Miller,"call, ability, bank","foreign, able, necessary","phone, social media, email"
XNW4AZX1IIHH,035-03-8078,Mario,Lawrence,nbest@example.net,852-908-9553,Female,"880 Timothy Mount Suite 616, Kathleenburgh, PA 53280",Port Eric,USA,23-03-1911,caldwellvirginia,473D18D63240,English,Not Consented,18-04-2020,26-06-2024,https://placekitten.com/590/741,Media planner,"Gonzalez, Sanchez and Hernandez","involve, want, start","enter, outside, single","social media, email"
OVD3ICD9VJGJ,104-96-8971,Kelly,Harris,jennifer85@example.net,8972312225,Other,"60497 Scott Passage Apt. 496, South Earlview, MD 07825",Malonetown,USA,27-01-1966,rasmussenhunter,7E254A1537B3,English,Not Consented,27-06-2022,29-05-2024,https://dummyimage.com/306x700,"Research officer, trade union",Jensen-Brown,"law, exist, once","public, good, memory","phone, sms"
JKH1JEI7BGCL,849-75-8107,Cody,Bruce,danielmarquez@example.net,001-663-585-6600x4034,Male,"640 William Knolls Suite 366, South Cynthia, OR 01066",Thompsonberg,USA,12-08-2007,rpadilla,EA12B482F877,French,Not Consented,08-06-2020,16-01-2024,https://placekitten.com/97/646,Sports coach,Wilson and Sons,"leave, case, only","family, tax, popular","email, social media"
JIW9XBX2PEVP,756-93-3925,Alexander,Gilbert,nicholasdonaldson@example.net,(925)539-2931x311,Female,"USNV Cummings, FPO AE 11066",Gonzaleztown,USA,23-12-1989,cowancathy,1B2B581EAEB5,Spanish,Consented,13-12-2020,04-04-2024,https://picsum.photos/582/731,"Engineer, manufacturing",Ibarra PLC,"anyone, term, society","throw, perform, agreement","sms, social media, email"
UAM2UVF1QLTE,059-01-9892,Shawna,Simpson,bmccormick@example.com,440.402.2286x836,Male,"334 Jody Cliffs, Port Sara, NE 90812",Edwardberg,USA,20-07-1944,christensenlawrence,509876DDD3B9,Spanish,Consented,17-04-2023,11-02-2024,https://dummyimage.com/309x225,Sport and exercise psychologist,Phillips Ltd,"see, dark, force","movement, population, prepare","social media, email"
VOS4KRH4GPNN,437-18-6908,Victoria,Kirk,nicholsjohn@example.net,425.243.5298x663,Female,"8121 Webb Via, North Danielbury, IN 98404",Lake Bradleybury,USA,11-01-2019,annabarr,2DD49C3E19D6,French,Consented,31-01-2022,11-07-2024,https://picsum.photos/689/234,Economist,Fitzgerald-Silva,"decide, government, finally","edge, quite, lay","sms, phone, email"
OCG9LSB3FKIL,624-41-7314,Paul,Davis,merrittchristine@example.net,610.343.8645x13001,Male,"9495 Massey Course, West Marymouth, FL 24744",East Kevin,USA,15-05-1985,clarkandres,79CB133932EF,Spanish,Consented,06-05-2020,04-02-2024,https://picsum.photos/427/395,Energy engineer,"Lamb, Chapman and Clayton","happy, six, record","administration, face, present","social media, sms"
WSJ5REY0ADFS,759-39-4896,Daniel,Reid,janderson@example.net,(948)537-4908x296,Other,"7776 Cruz Way Apt. 853, Lake Emilyland, GU 90498",West Charles,USA,15-12-1941,bradley24,4EAF66CC8682,Spanish,Consented,02-01-2024,06-07-2024,https://picsum.photos/69/511,"Production designer, theatre/television/film","Franklin, Matthews and Davis","learn, control, to","discussion, more, share","email, sms"
NMZ9VTC2JKMS,558-30-8329,Joel,Potter,ejackson@example.org,370-531-9836,Female,"0310 Smith Via, Wilsonton, WA 74022",Youngshire,USA,10-11-1961,michael59,8A585D9A8E1E,English,Not Consented,08-02-2020,14-03-2024,https://picsum.photos/19/697,Photographer,"Martinez, Thompson and Lee","rise, strong, page","traditional, third, air","email, social media"
VWO5YAB9XWBK,316-27-3609,Michael,Boyd,oirwin@example.net,(525)714-9371,Other,"655 Taylor Gardens, New Monica, AL 96572",Bakerstad,USA,03-05-1935,larry24,1EC8181E6312,Spanish,Consented,08-10-2023,29-02-2024,https://picsum.photos/482/856,"Scientist, forensic",Kelly PLC,"price, kid, single","forget, trip, purpose",email
QKA3PFU5RBUE,599-44-6652,Jason,Gibbs,xperez@example.net,732-471-2091,Other,"5204 Gross Mount, Lake William, WV 48855",Port Williamville,USA,26-08-2023,wileyderek,56EE960EC894,French,Consented,06-07-2022,12-08-2024,https://dummyimage.com/827x199,Occupational psychologist,Monroe-Donovan,"exist, responsibility, sell","else, sound, against",social media
ITI0UBO0FZTX,840-12-7538,Robert,Barnett,snowrebecca@example.org,(563)246-6695x933,Female,"12453 Wright Pine, Susanport, WY 14465",Saundersfort,USA,09-02-1976,sramos,C771DDF16C18,Spanish,Consented,08-02-2020,10-07-2024,https://placekitten.com/146/700,Immigration officer,"Tucker, Tucker and Brown","mouth, baby, current","child, film, audience","email, social media, phone"
RMF4DGV0ZFJV,793-86-0885,Anna,Mann,rsmith@example.net,2415192309,Other,"4159 Smith Extension Suite 369, East Gracemouth, KY 23691",Perezport,USA,21-07-2019,johnsondillon,2229744C0E33,French,Not Consented,15-03-2020,10-08-2024,https://placekitten.com/759/312,Child psychotherapist,Nunez Ltd,"teach, good, Mrs","soldier, after, side","social media, sms"
FIN1ZUP8QWFK,002-33-9456,Larry,Rose,teresa75@example.net,001-919-827-3855x623,Male,"97484 Aaron Isle Apt. 833, East Janice, MD 39228",Sharpborough,USA,12-04-1910,angela24,24ADCB84B00D,French,Consented,28-01-2020,05-05-2024,https://picsum.photos/985/297,Art therapist,"Jones, Smith and Valencia","seem, state, quality","respond, lead, hope","phone, email, social media"
CZZ1LXH1SIZM,390-39-5969,Crystal,Ruiz,trevor07@example.net,+1-856-217-5567x16721,Other,"58643 Wright Inlet, Russohaven, AZ 11774",North Eric,USA,09-03-1950,mrush,245445E3D223,French,Not Consented,01-08-2020,13-07-2024,https://placekitten.com/909/759,Careers information officer,Miller-Wade,"play, range, majority","say, world, population","email, sms"
CSN1LIN5MQLQ,846-64-8439,Taylor,Morris,denise86@example.org,(200)733-1582x26200,Other,"USS Evans, FPO AP 62169",West Thomasfort,USA,14-07-1968,baldwinchristina,3822B884A11D,Spanish,Consented,13-03-2023,05-02-2024,https://picsum.photos/442/137,Regulatory affairs officer,"Richmond, Lowe and Smith","middle, laugh, and","show, training, movie","social media, sms, email"
VFT9JHY0YSGI,538-07-5785,Cynthia,Davis,butlerbrandon@example.net,(252)879-9756,Male,"9980 Larry Haven Apt. 298, South Donna, OH 76516",Marilynshire,USA,25-01-1998,pierceanna,821B551EC55D,French,Not Consented,10-11-2022,20-03-2024,https://placekitten.com/259/938,"Editor, film/video","Mitchell, Ayers and Austin","girl, parent, religious","more, certainly, wide","sms, social media, phone"
TZI3DIR9RVWJ,283-34-0024,Robin,Walker,aguilarbobby@example.net,(946)417-0062x006,Male,"USCGC Weiss, FPO AA 30310",South Andreaville,USA,20-08-1956,barrerapamela,DC07C23127B4,Spanish,Consented,04-06-2023,26-02-2024,https://picsum.photos/205/838,Merchant navy officer,Johnson Ltd,"modern, instead, wall","prepare, doctor, do",phone
RXO5RWE1UAXW,538-92-7521,Susan,Martin,christopher53@example.org,(509)966-6095,Male,"884 Winters Place, Yateston, AR 32160",Port David,USA,20-07-1967,smithanthony,3610B8473977,Spanish,Consented,13-11-2023,08-07-2024,https://picsum.photos/192/258,"Development worker, international aid",Watson-Short,"start, know, teacher","food, rather, approach","phone, sms"
NPO0BSB3GGQV,262-48-3384,Erik,Brown,tweber@example.net,503-251-3888x2331,Female,"901 Rodgers Crossing, Pearsonmouth, AZ 03120",East Jamesfurt,USA,18-02-1958,snyderbrian,0E2426E3C057,French,Consented,22-02-2021,29-06-2024,https://picsum.photos/487/926,Futures trader,Green-Cervantes,"cause, rich, dark","of, later, thus","email, phone"
KJG8UYI0JUBC,492-43-9495,Vanessa,Blair,fraziermelvin@example.org,583.863.4540x67704,Female,"810 Jones Branch Suite 002, South Renee, MA 90961",Roachshire,USA,20-03-1919,greercynthia,510F63A532C1,English,Consented,19-09-2022,20-08-2024,https://picsum.photos/762/169,Tax inspector,Cohen and Sons,"family, reduce, upon","series, rise, money","social media, phone, email"
CYI2TIP5FYIT,502-98-8202,Katie,Gentry,zwells@example.org,360-812-5541,Female,"240 Mark Isle, Powelltown, DE 01529",Smithmouth,USA,21-12-1955,kphillips,AD208ED24A67,Spanish,Consented,08-06-2023,21-05-2024,https://picsum.photos/670/404,Textile designer,Levine-Stein,"late, join, suffer","better, grow, apply",phone
EOE1PEI3HOEN,542-22-0264,Kimberly,Johnson,beckerraymond@example.org,767-851-7437x633,Female,"PSC 3284, Box 9714, APO AA 95733",West Whitneyside,USA,25-12-1921,katherine22,A324236F4BA2,French,Consented,05-06-2024,28-06-2024,https://dummyimage.com/95x918,Industrial/product designer,"Zavala, Williams and Banks","truth, movie, man","individual, attack, choose","phone, email"
CYF5SNG6NRPV,160-06-4338,Victoria,Obrien,shawn71@example.org,873.444.1944,Female,"PSC 4965, Box 9004, APO AA 08592",Abigailburgh,USA,04-05-1991,thomasbradley,407BF80281AB,English,Not Consented,03-07-2024,16-02-2024,https://dummyimage.com/912x422,Writer,Garcia-Hill,"large, road, out","fish, mean, network",phone
AJL9GDP5FJRO,634-25-3412,Paul,Evans,bmckay@example.org,861.599.0815x60232,Male,"50429 Carolyn Track, Barnesfort, NC 41203",Younghaven,USA,09-01-2015,evaldez,FEBAA15181E7,English,Consented,26-04-2020,30-04-2024,https://placekitten.com/854/303,Holiday representative,"Snyder, James and Williams","maintain, task, strategy","four, national, place",sms
WWZ2EXY7IBLO,655-89-3683,Daniel,Hicks,hpowers@example.com,001-304-338-6563x32468,Female,"586 Juan Light Suite 339, Carolville, AR 40399",Port April,USA,24-05-1971,jennifer54,E77032BDC696,Spanish,Consented,21-01-2024,29-06-2024,https://placekitten.com/433/393,Maintenance engineer,Morton PLC,"perform, morning, actually","type, their, director",social media
URO1MVG1YVMT,828-47-8299,Elijah,Brown,gailneal@example.org,001-275-919-6853x902,Other,"6830 Morrison Court, Wernerchester, DC 56813",New Thomaston,USA,10-07-1938,gordonann,A62DBDB48ACF,English,Consented,29-05-2021,04-01-2024,https://picsum.photos/274/115,Furniture designer,Miller-Hamilton,"identify, gas, message","new, information, view","sms, social media, phone"
PKR6TIX6RTGA,636-54-3637,Kelly,Robertson,sanchezchelsea@example.com,(510)757-5394,Other,"67361 Woodard Bridge, Littleburgh, IN 69353",Bookerhaven,USA,09-05-1960,andrew24,86600DDD66B8,English,Not Consented,23-03-2024,19-03-2024,https://dummyimage.com/546x189,"Sound technician, broadcasting/film/video","Smith, Harrison and Adams","much, around, record","baby, defense, five","social media, email"
UOC2QEK5AJJQ,699-18-1987,Melissa,Jones,ingramnathan@example.com,001-982-276-4843x7099,Male,"91894 Andrea Oval Suite 747, Powellstad, AS 44835",Lake Christinabury,USA,08-01-1952,joshuadickerson,D131F08C7779,Spanish,Not Consented,03-12-2020,01-04-2024,https://placekitten.com/284/737,Printmaker,Cisneros PLC,"claim, machine, force","suddenly, north, size",social media
ELY9JFB8WAAL,376-78-4301,Joseph,Ruiz,jesus74@example.com,9525705211,Male,"6327 Bishop Heights, South Jamesland, OR 00643",Jonesfort,USA,27-06-1951,brianjohnston,ED49EBBA5AD5,French,Not Consented,26-01-2020,27-01-2024,https://placekitten.com/205/540,Illustrator,Howe-Boyer,"story, investment, international","explain, thus, wonder",social media
LBC4ZWW4IUFX,446-01-5628,Elizabeth,Chase,jennifer73@example.com,794-989-1091x08291,Other,"1994 Williamson Extensions, Griffithfort, MD 49387",Jonesstad,USA,13-08-2006,brian81,81E466F47B70,English,Consented,07-12-2022,30-07-2024,https://picsum.photos/831/999,"Engineer, water","Fisher, Booker and Sutton","moment, admit, program","themselves, Democrat, party","phone, email, social media"
QXK6DXV4SFYD,292-20-0779,Tonya,Duncan,mdavis@example.org,8467401783,Male,"741 Smith Prairie Apt. 882, Browningview, CT 65797",Amandaton,USA,15-04-1994,samantha67,10A6FB3AC6DF,Spanish,Not Consented,22-06-2022,17-01-2024,https://placekitten.com/669/755,Patent attorney,"Wise, Arnold and Cohen","walk, mission, skill","which, pressure, wall","sms, social media, phone"
FMB1DDI3PWQR,027-11-1470,Cesar,Moore,michaeldavis@example.net,+1-881-469-3236x25586,Other,"82478 Amy Burg, Andrewburgh, IN 32619",Port Jamesstad,USA,24-05-1970,morgan07,3270700D6125,English,Consented,10-10-2021,13-06-2024,https://dummyimage.com/668x67,Local government officer,Hardy-Smith,"can, question, bed","kind, report, ahead","phone, social media, email"
TFU1YJN8NUIP,457-95-5995,Daniel,Bennett,david96@example.com,977-737-6257x1947,Male,"64446 Wright Burg Apt. 040, North Sarah, CT 79588",North Laurashire,USA,30-01-1926,gibbskrystal,5BDEE0E49142,English,Not Consented,20-05-2024,18-08-2024,https://placekitten.com/879/808,Company secretary,Walker-Owens,"tonight, present, general","doctor, ask, never","social media, email, sms"
AQQ7SGN5ZZXY,723-13-3633,Mary,Stephens,glawson@example.org,544.337.6929,Female,"449 Alexander Estates Apt. 145, West Graceburgh, DC 33658",New Melissa,USA,10-01-1946,michelle96,A622448FCAE0,French,Not Consented,14-02-2020,05-07-2024,https://dummyimage.com/529x199,Radio producer,Williams-Marshall,"into, quality, enough","mouth, act, fall",email
